"","Sector","URN","Places","Local.authority","Organisation","Registration.date","Overall.experiences.and.progress.of.children.and.young.people","Latest.full.inspection.date","Homes","Join","Leave","keep","Organisation_fame_search","X.x","Company.name","foreign_any","left","invest_any","X.y","No.of.companies.in.corporate.group","X.x.x","Profit.margin.Last.avail..yr","Berry.ratio.Last.avail..yr","EBITDA.margin.Last.avail..yr","Salaries..Turnover.Last.avail..yr","X.y.y","LA.Number.x","LA_Code.x","year.x","category.x","subcategory.x","variable.x","number","percent.x","year.y","children_in_care","X.x.x.x","LA.Number.y","LA_Code.y","year.x.x","category.y","subcategory.y","variable.y","outsideno","outside","X.y.y.y","LA.Number","LA_Code","year.y.y","category","subcategory","variable","others_inside","percent.y","IMD.2019...Extent","Average_house_price","net_gain","high_net_gain","high_need_areas","low_cost_areas","joined","age","month","year","age_months","age_years","rating_numeric"
"817","Private","SC405985",3,"ESSEX","ERA Care Limited 5921904 ","02/03/2010","Requires improvement to be good",2019-12-02,1,NA,"2021-08-27",NA,"ERA Care Limited",8,"ERA CARE LIMITED",0,1,0,386,0,384,"","","","",106008,"881","E10000012",2023,"net gain","net gain","Net gain of children by responsible LA","486",NA,2023,"1164",140982,"881","E10000012",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","267","23",106006,"881","E10000012",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","753",NA,0.0926,358884,486,0,0,0,0,2010-03-02,"03/10","2010",134.99794661191,11.2498288843258,2
"818","Local Authority","SC408072",4,"NORTH TYNESIDE","North Tyneside Council","26/05/2010","Good",2020-01-07,1,NA,"2020-10-21",NA,"North Tyneside Council",NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,105837,"392","E08000022",2023,"net gain","net gain","Net gain of children by responsible LA","63",NA,2023,"360",135876,"392","E08000022",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","117","33",105835,"392","E08000022",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","180",NA,0.232,202108,63,0,0,0,0,2010-05-26,"05/10","2010",132.205338809035,11.0171115674196,3
"819","Private","SC411054",2,"STAFFORDSHIRE","Horizon Care Limited","28/05/2010","Requires improvement to be good",2020-01-09,1,NA,"2020-05-05",NA,"Horizon Care Limited",54,"HORIZON CARE LIMITED",0,1,0,291,11,289,"","","","",105957,"860","E10000028",2023,"net gain","net gain","Net gain of children by responsible LA","489",NA,2023,"1384",140292,"860","E10000028",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","508","37",105955,"860","E10000028",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","997",NA,0.0907,243112,489,0,0,0,0,2010-05-28,"05/10","2010",132.139630390144,11.0116358658453,2
"820","Private","SC411208",4,"SOMERSET","Safehaven Residential and Respite Care Limited","06/07/2010","Requires improvement to be good",2019-05-28,1,NA,"2021-06-24",NA,"Safehaven Residential and Respite Care Limited",285,"SAFEHAVEN RESIDENTIAL AND RESPITE CARE LIMITED",0,1,0,317,0,315,"","","","",106086,"933","E10000027",2023,"net gain","net gain","Net gain of children by responsible LA","3",NA,2023,"564",143742,"933","E10000027",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","213","38",106084,"933","E10000027",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","216",NA,0.0847,290264,3,0,0,0,0,2010-07-06,"07/10","2010",130.858316221766,10.9048596851472,2
"821","Private","SC411832",4,"REDBRIDGE","Tulip Care Two Limited","27/01/2011","Good",2019-12-03,1,NA,NA,NA,"Tulip Care Two Limited",358,"TULIP CARE TWO LIMITED",0,0,0,421,6,419,"","","","",105726,"317","E09000026",2023,"net gain","net gain","Net gain of children by responsible LA","289",NA,2023,"315",145812,"317","E09000026",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","160","51",105724,"317","E09000026",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","449",NA,0.0405,473986,289,1,1,0,0,2011-01-27,"01/11","2011",124.123203285421,10.3436002737851,3
"822","Private","SC413078",2,"NOTTINGHAMSHIRE","Castle Homes Care Ltd","28/07/2010","Requires improvement to be good",2019-10-14,1,NA,"2021-09-01",NA,"Castle Homes Care Ltd",79,"CASTLE HOMES CARE LIMITED",1,1,0,129,37,128,"16.84","261","24.43","55.71",106038,"891","E10000024",2023,"net gain","net gain","Net gain of children by responsible LA","245",NA,2023,"961",139464,"891","E10000024",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","435","45",106036,"891","E10000024",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","680",NA,0.153,233282,245,0,0,0,0,2010-07-28,"07/10","2010",130.135523613963,10.8446269678303,2
"823","Private","SC413678",2,"KINGSTON UPON HULL","Horton Establishments Ltd","12/07/2011","Requires improvement to be good",2019-09-17,1,NA,"2021-09-13",NA,"Horton Establishments Ltd",11,"HORTON ESTABLISHMENTS LTD",0,1,0,293,0,291,"","","","",105873,"810","E06000010",2023,"net gain","net gain","Net gain of children by responsible LA","-155",NA,2023,"773",137739,"810","E06000010",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","285","37",105871,"810","E06000010",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","130",NA,0.5505,137064,-155,0,0,1,0,2011-07-12,"07/11","2011",118.669404517454,9.88911704312115,2
"824","Private","SC413987",9,"EAST RIDING OF YORKSHIRE","Horton Establishments Ltd","24/10/2010","Requires improvement to be good",2019-11-05,1,NA,"2020-09-15",NA,"Horton Establishments Ltd",11,"HORTON ESTABLISHMENTS LTD",0,1,0,293,0,291,"","","","",105876,"811","E06000011",2023,"net gain","net gain","Net gain of children by responsible LA","187",NA,2023,"350",137808,"811","E06000011",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","141","40",105874,"811","E06000011",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","328",NA,0.0891,223571,187,1,0,0,0,2010-10-24,"10/10","2010",127.244353182752,10.6036960985626,2
"825","Private","SC417351",3,"ESSEX","Pathways Care Group Limited","01/12/2010","Requires improvement to be good",2019-05-08,1,NA,"2020-12-18",NA,"Pathways Care Group Limited",93,"PATHWAYS CARE GROUP LIMITED",1,1,0,66,20,66,"-20.75","1","-6.46","70.87",106008,"881","E10000012",2023,"net gain","net gain","Net gain of children by responsible LA","486",NA,2023,"1164",140982,"881","E10000012",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","267","23",106006,"881","E10000012",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","753",NA,0.0926,358884,486,0,0,0,0,2010-12-01,"12/10","2010",125.995893223819,10.4996577686516,2
"826","Private","SC420303",5,"TOWER HAMLETS","The Qalb Short Break Services Ltd","16/11/2010","Outstanding",2020-02-06,1,NA,"2021-06-10",NA,"The Qalb Short Break Services Ltd",114,"THE QALB SHORT BREAK SERVICES LTD",0,1,0,398,0,396,"","","","",105669,"211","E09000030",2023,"net gain","net gain","Net gain of children by responsible LA","-186",NA,2023,"301",144570,"211","E09000030",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","224","74",105667,"211","E09000030",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","38",NA,0.3057,454937,-186,0,1,0,0,2010-11-16,"11/10","2010",126.488706365503,10.5407255304586,4
"827","Private","SC423741",3,"LEEDS","Cambian Childcare Ltd","28/01/2011","Good",2019-11-19,1,NA,"2021-04-01",NA,"Cambian Childcare Ltd",18,"CAMBIAN CHILDCARE LIMITED",1,1,1,10,188,10,"24.00","2","25.16","47.74",105825,"383","E08000035",2023,"net gain","net gain","Net gain of children by responsible LA","-163",NA,2023,"1450",138567,"383","E08000035",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","476","33",105823,"383","E08000035",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","313",NA,0.3284,237069,-163,0,0,0,0,2011-01-28,"01/11","2011",124.090349075975,10.3408624229979,3
"828","Private","SC429762",9,"HARTLEPOOL","Atlas Healthcare Ltd","13/05/2013","Good",2019-04-08,1,NA,"2021-03-05",NA,"Atlas Healthcare Ltd",34,"ATLAS HEALTHCARE LIMITED",0,1,0,254,246,252,"","","","",105861,"805","E06000001",2023,"net gain","net gain","Net gain of children by responsible LA","8",NA,2023,"321",135324,"805","E06000001",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","108","34",105859,"805","E06000001",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","116",NA,0.4973,130850,8,0,0,1,0,2013-05-13,"05/13","2013",96.6242299794661,8.05201916495551,3
"829","Private","SC429778",15,"STOCKTON ON TEES","Atlas Healthcare Ltd","15/08/2011","Good",2019-05-23,1,NA,"2021-03-05",NA,"Atlas Healthcare Ltd",34,"ATLAS HEALTHCARE LIMITED",0,1,0,254,246,252,"","","","",105870,"808","E06000004",2023,"net gain","net gain","Net gain of children by responsible LA","-3",NA,2023,"574",135531,"808","E06000004",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","234","41",105868,"808","E06000004",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","231",NA,0.3024,167078,-3,0,0,0,0,2011-08-15,"08/11","2011",117.552361396304,9.79603011635866,3
"830","Private","SC430002",6,"NORTH YORKSHIRE","Roseberry Specialist Care Centres Ltd","21/06/2011","Good",2019-04-30,1,NA,"2021-06-07",NA,"Roseberry Specialist Care Centres Ltd",30,"ROSEBERRY SPECIALIST CARE CENTRES LIMITED",0,1,0,445,0,443,"","","","",105885,"815","E10000023",2023,"net gain","net gain","Net gain of children by responsible LA","279",NA,2023,"464",138705,"815","E10000023",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","88","19",105883,"815","E10000023",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","367",NA,0.0581,272647,279,1,0,0,0,2011-06-21,"06/11","2011",119.359342915811,9.94661190965092,3
"831","Private","SC433290",6,"MANCHESTER","Cambian Childcare Ltd","03/07/2011","Good",2019-06-25,1,NA,"2021-03-31",NA,"Cambian Childcare Ltd",18,"CAMBIAN CHILDCARE LIMITED",1,1,1,10,188,10,"24.00","2","25.16","47.74",105780,"352","E08000003",2023,"net gain","net gain","Net gain of children by responsible LA","-315",NA,2023,"1332",136704,"352","E08000003",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","656","49",105778,"352","E08000003",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","341",NA,0.5999,248260,-315,0,0,0,0,2011-07-03,"07/11","2011",118.965092402464,9.91375770020534,3
"832","Private","SC436826",4,"CUMBRIA","CASC (Barrow) Limited","07/12/2011","Good",2020-02-27,1,NA,"2021-12-15",NA,"CASC (Barrow) Limited",384,"CASC (BARROW) LIMITED",0,1,0,491,0,489,"","","","",106059,"909","E10000006",2023,"net gain","net gain","Net gain of children by responsible LA","-51",NA,2023,"740",137601,"909","E10000006",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","249","34",106057,"909","E10000006",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","198",NA,0.1636,NA,-51,0,0,NA,0,2011-12-07,"12/11","2011",113.806981519507,9.4839151266256,3
"833","Voluntary","SC438751",8,"CAMBRIDGESHIRE","Action For Children","24/10/2011","Requires improvement to be good",2019-08-29,1,NA,"2020-09-03",NA,"Action For Children",31,"ACTION FOR CHILDREN",0,1,0,7,9,7,"-2.83","","-3.06","73.21",105987,"873","E10000003",2023,"net gain","net gain","Net gain of children by responsible LA","-27",NA,2023,"646",140913,"873","E10000003",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","354","55",105985,"873","E10000003",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","327",NA,0.0471,342539,-27,0,1,0,0,2011-10-24,"10/11","2011",115.252566735113,9.60438056125941,2
"834","Voluntary","SC438756",5,"CAMBRIDGESHIRE","Action For Children","24/10/2011","Requires improvement to be good",2019-08-12,1,NA,"2020-09-03",NA,"Action For Children",31,"ACTION FOR CHILDREN",0,1,0,7,9,7,"-2.83","","-3.06","73.21",105987,"873","E10000003",2023,"net gain","net gain","Net gain of children by responsible LA","-27",NA,2023,"646",140913,"873","E10000003",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","354","55",105985,"873","E10000003",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","327",NA,0.0471,342539,-27,0,1,0,0,2011-10-24,"10/11","2011",115.252566735113,9.60438056125941,2
"835","Private","SC440014",4,"STAFFORDSHIRE","Horizon Care Limited","20/01/2012","Good",2019-08-13,1,NA,"2020-06-22",NA,"Horizon Care Limited",54,"HORIZON CARE LIMITED",0,1,0,291,11,289,"","","","",105957,"860","E10000028",2023,"net gain","net gain","Net gain of children by responsible LA","489",NA,2023,"1384",140292,"860","E10000028",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","508","37",105955,"860","E10000028",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","997",NA,0.0907,243112,489,0,0,0,0,2012-01-20,"01/12","2012",112.361396303901,9.36344969199179,3
"836","Local Authority","SC444792",2,"WARRINGTON","Warrington Borough Council","19/03/2012","Good",2020-03-04,1,NA,"2020-08-10",NA,"Warrington Borough Council",NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,105996,"877","E06000007",2023,"net gain","net gain","Net gain of children by responsible LA","-7",NA,2023,"333",136221,"877","E06000007",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","162","49",105994,"877","E06000007",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","155",NA,0.1837,255026,-7,0,0,0,0,2012-03-19,"03/12","2012",110.422997946612,9.20191649555099,3
"837","Voluntary","SC446003",4,"CUMBRIA","Carlisle Mencap Ltd","05/10/2012","Good",2020-02-20,1,NA,NA,NA,"Carlisle Mencap Ltd",50,"CARLISLE MENCAP LIMITED",0,0,0,204,0,203,"98.33","","99.89","90.89",106059,"909","E10000006",2023,"net gain","net gain","Net gain of children by responsible LA","-51",NA,2023,"740",137601,"909","E10000006",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","249","34",106057,"909","E10000006",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","198",NA,0.1636,NA,-51,0,0,NA,0,2012-10-05,"10/12","2012",103.852156057495,8.65434633812457,3
"838","Local Authority","SC447930",2,"WARRINGTON","Warrington Borough Council","28/05/2012","Requires improvement to be good",2019-05-21,1,NA,"2021-06-23",NA,"Warrington Borough Council",NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,105996,"877","E06000007",2023,"net gain","net gain","Net gain of children by responsible LA","-7",NA,2023,"333",136221,"877","E06000007",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","162","49",105994,"877","E06000007",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","155",NA,0.1837,255026,-7,0,0,0,0,2012-05-28,"05/12","2012",108.123203285421,9.01026694045174,2
